UserID,Gender,Age,Zip-code_1,Zip-code_2,Zip-code_3,Zip-code_4,Zip-code_5,Zip-code_6,Zip-code_7,Zip-code_8,Zip-code_9,Occupation_0,Occupation_1,Occupation_2,Occupation_3,Occupation_4,Occupation_5,Occupation_6,Occupation_7,Occupation_8,Occupation_9,Occupation_10,Occupation_11,Occupation_12,Occupation_13,Occupation_14,Occupation_15,Occupation_16,Occupation_17,Occupation_18,Occupation_19,Occupation_20,Documentary,Sci-Fi,Musical,1950s,War,1980s,Western,Horror,1990s,2000s,1940s,Crime,Romance,Fantasy,1920s,Adventure,1960s,1910s,Action,1970s,Animation,Comedy,Thriller,Mystery,1930s,Children's,Film-Noir,Drama
1900,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01333291884544578,0.14666661002739642,0.02666697416497214,0.03999966977449715,0.053332758576083265,0.17333317745313845,2.549455756462846e-07,0.0,1.0,0.02666650993562466,0.08000043712466115,0.4631881437527104,0.18666646328737865,0.17839360722787304,0.051986249042367316,0.13333434697050808,0.434718561875777,0.020000052415456264,0.07999991665309776,0.5962343004050417,0.0666669191777369,0.2933325093884164,0.17333335716694848,0.08000049546939746,0.026665989897284602,0.02666650993562466,0.0800006489485003,0.8399982299013722
1901,1,0.8928571428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04118718563043249,0.4791679819613634,0.27605684845919937,0.015625928928049728,0.29168246251272306,0.307304913634729,0.12501022420327904,0.026044569287823425,1.0,0.10175762724559637,0.0,0.08854824141313335,0.234381839874017,0.1041691312369367,0.013849669060267251,0.630220819412249,0.390646521742768,0.005209472801555631,0.916691223248743,0.6563273943646026,0.1875012925724825,0.5312775532096132,0.5416815704678216,0.08333527487232625,0.03645806333139409,0.307299354705241,0.005208822683745272,0.7344199095353321
1902,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0018204479333149511,0.29870255537946566,0.0,0.03636061562868679,0.03806620773015777,0.03134728727480378,0.008416471185738865,0.09511713977337576,1.0,0.0861231910861982,0.0271177112822884,0.1910051618997741,0.1177557680661632,0.021547482552214017,0.0069857263224162025,0.19502351053108785,0.0016359779964282171,0.00011352612989536829,0.6366777540691112,0.0016359682578498472,0.016776510949963207,0.18272732797498073,0.6045500305550714,0.08743684519504219,0.015702869838583204,0.015276031965877273,0.0016359682578498472,0.2747541127570177
1903,1,0.625,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09813011043623991,0.3457891141475774,0.2009303727014499,0.17289851256944389,0.3504648295081114,0.5233673783042567,0.14019676926858132,0.22897370344517556,0.9906306830907065,0.01868990530239515,0.19625209015662082,0.2990666235687888,0.33176660268523256,0.09345662563164708,0.01401934528933027,0.3644798127049822,0.19159734020066582,0.0,0.6682056969902828,0.4719629836727108,0.28036094986900534,0.8597775854953672,0.6355209506157125,0.07476925132615396,0.15887402074135273,0.2523257356892623,0.1168268110414941,1.0
1904,1,0.32142857142857145,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012073111944631286,0.4693377169559248,0.11479918382841874,0.04336883103601129,0.14029810742221596,0.6913180788213305,0.11480111723268197,0.13521228844927405,1.0,0.010204025485886491,0.022961400017614104,0.14541401965457557,0.23213099721456323,0.17092053202686625,0.012756339660166746,0.4413172842625746,0.06888084474522191,0.0,0.7295524259836915,0.17347079715554856,0.19643302390943737,0.7117361019723102,0.3953717373110754,0.0637778471082634,0.02550073114754221,0.3188856791671298,0.005102234671731918,0.5561429629171709
1905,0,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18425877742009614,0.013334512857412719,0.05333556280358984,0.18666807410456354,0.24000207762585626,0.16000313109597128,1.801135933413492e-07,0.013334415190182528,0.3200013521707674,0.22868932290735233,0.3733330295242469,0.24000266941203227,0.32000205832873574,0.26895157252180824,0.06666682601612023,0.12000185057860047,0.3066690078052593,0.0,0.17333467743904693,0.21333169848691125,0.013333848212885177,0.4666687108979406,0.25333389241275234,0.14666898594952069,0.10666894439877164,0.013334415190182528,0.09333500316114782,1.0
1906,0,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33299403990181775,0.5312508152255894,0.21875192718615058,0.6785325615522154,0.12499924962903383,0.2812505867944547,0.031249654849925552,1.0781281648052871e-06,1.0,0.5290012913961092,0.3124985144901346,0.8390092922761583,0.0625008277806775,0.0,0.09954606279412773,0.3437503295259175,0.15625105181694943,0.019577115564868058,0.5937491052436114,0.09375004267079633,0.031250763696815634,0.6562516929795098,0.4062489822530887,0.1874998950979715,0.28460131333697575,0.031250763696815634,0.06250013811450715,0.5312490692164843
1907,1,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11388637942057674,0.08851346555805419,0.026553851637914957,0.06196088289769991,0.1239213854734414,1.0,0.13411128764671276,0.05310891244387088,0.10621548320569157,0.17953533891457005,0.053108897032190724,0.026554416377802436,0.04425716546338561,0.17104670118330034,0.12392096416509406,0.017702187441265154,0.11506882643694083,0.0,0.026554416377802436,0.02655441634903683,0.026553851637914957,0.09736498184148015,0.11506866139559702,0.06195917128502858,0.05310895653610036,0.026553851637914957,0.017703052220645152,0.2566929752675407
1908,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00990602537034325,0.05223582313757537,0.012438580022739181,0.014986642142011133,0.13167461249681914,0.04231868586101797,0.004969228823833677,0.0024827159673553234,1.0,0.05460946770128763,0.05123598212331672,0.05726212835915263,0.19383846501082652,0.0332336413048664,0.009678537828296488,0.06474253262251145,0.08099795595416012,0.003718139777234353,0.1966224868035489,0.00494327678737775,0.004980567643750292,0.2387983994481915,0.33342580193622656,0.049778323608421694,0.030969410268762296,0.014911208275377877,0.0,0.7907979746206647
1909,1,0.32142857142857145,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07036094240975325,0.0323876611031275,0.009350360317606535,0.10617461410779307,0.02470917284354052,0.04006708200865855,0.07459003185456103,0.23436484940397767,1.0,0.01703068513153516,0.06726650490242095,0.31653270132102196,0.16293878234815234,0.017029453440275497,0.041388665950372626,0.009350187421164516,0.14278550019745867,0.0,0.08614422915437996,0.024708874332109252,0.009350360317606535,0.3626005257591704,0.26277520992529163,0.04774876318969258,0.05286455538133383,0.0554265810225879,0.024710183460660447,0.6313874458982981
1910,1,0.017857142857142856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02564181001992458,0.10256550926596508,0.15537884482294928,0.025641255489509178,0.051279378939194105,0.07692263830296184,0.08609417188510206,0.11538667338654106,0.7179358523021871,0.9743737049400989,0.18085483644228362,0.07692384208862187,0.23077003147216826,0.12576475516389649,0.08770863987982931,0.06410430795313417,0.1923989004032618,0.02728991642506445,0.1410244988621278,0.0,0.2307670167343865,1.0,0.2820478567803059,0.08974484629218689,0.12100463514655595,0.08974492068864669,0.1099656453694538,0.5256399377480084
1911,0,0.32142857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1368794913246159,0.09512312061817521,0.6195392814417588,0.11917989920968333,0.11917991506765448,0.09534496453382721,0.023836386636648933,0.5334576502979768,0.9046631234698731,0.589335728397125,0.2860335157250635,0.26208469064896844,0.21452605269262456,0.36988132888335146,0.07739738944682659,0.9716966874906842,0.14301611123006472,0.026900270674471965,0.16673853713235842,0.16619048870126957,0.04767290478969266,0.28570088531922955,0.286034935198031,0.11918081982713376,0.0,0.04767290478969266,0.1191803731174456,1.0
1912,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2116072003574095,0.06420316178744337,0.5048216593769477,0.03662797936563514,0.0,0.5271888448875807,0.2713927388663556,0.5413116306205286,0.4737163343596477,0.3002757365140802,1.0,0.3507027238350209,0.0,0.0,0.4678792402943418,0.3199024092348558,0.2200210479807263,0.11003775428699099,0.269445020685497,0.7739844748580534,0.301071761207012,0.507378111182187,0.11936846121592516,0.0,0.13466152827781913,0.0,0.42885677003679623
1913,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15424010797384616,0.5270277687955435,0.4594643258097786,0.10811458874491008,0.20270628683556205,0.21622055687263836,0.15654116531619774,0.013520151656646762,0.6891897752481793,0.27888103549790627,0.12162716104527918,6.663215387229756e-06,0.08108617123432156,0.10811542561964614,0.05442847954896908,0.2837894744292426,0.3243288367838041,0.0,0.337841389796408,0.2567631146021213,1.0,0.5270319218543661,0.3243269860609858,0.05405996908367653,0.05406117875307502,0.8513558998273523,0.09460031870995732,0.2973013302656615
1914,0,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2212552400518113,0.029858840508191185,0.45458112311415083,0.4276627244885883,0.0,0.0,0.15137020962337266,6.305742958715118e-07,0.5822831410716214,0.22394938903566422,0.3492628654920856,0.0,0.2090235891773331,0.01492931183178577,0.044797301352714265,0.029858840508191185,0.4736888487684383,0.014929873326950931,0.04478836917290442,0.07464711023174327,0.11944441597885781,0.8062325298596478,1.0,0.3078463232719095,0.21968065815236024,0.134374487672495,0.20137575785310577,0.22395022208532203
1915,1,0.8928571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.023257348782155334,0.3720912564909203,0.2790702062782079,0.023253867165672026,0.2325544584281442,0.25581880889279524,0.0,0.2558117840739577,1.0,0.023255443904693963,0.2092941050054628,0.6010853215917165,0.16278659823072064,2.7728762116694995e-07,0.09763526473371074,0.232559564357321,0.23255209537210594,0.04502802648477465,0.4883750538690982,0.23255771104937942,0.24690164819273164,0.7441844817031654,0.2790652686355347,0.023252437251418692,0.34545288453060197,0.06976660015209812,0.023252437251418692,0.7209257980750752
1916,1,0.8035714285714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666786121331496,0.09242525574143723,0.08333344952919416,0.16817899267092964,0.14696598300011726,0.34091476170542856,0.025756667147298445,0.06666706860803781,0.5575831753692545,0.0,0.11211965157344528,0.1530264878978612,0.23788039386684137,0.004545346022272038,0.013635681476349252,0.06363565874545965,0.19393593804591436,0.00151551116062271,0.1606058778022709,0.26363288022432374,0.019697875712507702,0.4469763603309901,0.2106058539539255,0.09090704996641237,0.06666546731074964,0.033333960861997435,0.07575489775553147,1.0
1917,1,0.32142857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035644568210662406,0.4259860653768245,0.028952788985196286,0.04214930881569338,0.32699780799418765,0.2886548008583428,0.05964695414211479,0.06422128105476382,1.0,0.08160405673455974,0.07526783641951235,0.12687214492955912,0.11466450707911323,0.10364806392913262,0.018922894161066163,0.3228170368340405,0.05824184186409467,0.0,0.6871842632102655,0.11552635733693359,0.39506550788091416,0.3446446749401642,0.4320878749472436,0.02880951044549231,0.0482983085235551,0.13693578554036576,0.02848923149686294,0.5035988086093152
1918,0,0.8035714285714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4046424065923885,0.6875005558428725,0.5604878059746204,0.4793513180505069,0.06841160856625063,1.0,0.0,0.6146962124647066,0.9806121648756553,0.433981745817989,0.358377306835625,0.04561056655666851,0.2964655452601479,0.2650135293340713,0.11860435609831298,0.022804062602860494,0.62835338205513,0.06949991470763586,0.02280406259918967,0.06841160856625063,0.09122119530430488,0.6385369783503178,0.09121662934150611,0.0,0.3258870681720818,0.11402671505113995,0.20973343302728048,0.5245178939138694
1919,1,0.017857142857142856,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006956170505507688,0.09774526624720953,0.07608520024800536,0.1076421233064613,0.022554917134507663,0.1782039314107328,0.03545309599138408,0.9624089191676588,1.0,0.0,0.09102563517574458,0.03759466100226928,0.030074290591884007,0.05871797128567793,0.036399903259126884,4.5252164007373586e-07,0.09779566944910179,0.0009672488729509911,0.09022500247035938,0.015037582111328232,0.1232482933734608,0.19548639120525746,0.34586617381085205,0.022557233864136387,0.05592639149439978,0.13111477893646867,0.04945255876211053,0.04511247105361704
1920,0,0.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003673352353650799,0.31371932415736686,0.2665269036704158,0.18344433140137473,0.21899822511022882,0.7403259078004427,0.1804702170584605,0.09824364625949367,0.9271735576986907,0.009382192415891394,0.10399833327107114,0.16167790558359268,0.43791868152025637,0.13538375481587922,0.011426612507335157,0.49464882515622605,0.24128890088941746,0.0,0.6979315497891009,0.39759969849746324,0.16539299102244168,0.8104143951206424,0.2981214960102535,0.05299196738341785,0.0547202956685451,0.3479654375086819,0.011345885754766956,1.0
1921,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.016799724147906373,0.33707723082867214,0.028090839705077492,0.03370757841658036,0.09550531700579164,0.32022530025812407,0.022472767069058437,0.01123612916863823,0.37640777094630407,0.0,0.016853847276445004,0.044945526378377954,0.10674102506443348,0.12359566587495117,0.016285372270731104,1.0,0.11797685412321961,0.002808845606051462,0.5786509361151524,0.10674091724505204,0.011236527822671911,0.1629226879549116,0.13483211383408386,0.022473020363478095,0.016854349254388806,0.1460702419009241,0.011236527822671911,0.17415630561062279
1922,0,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018438092160611444,0.3833011296817324,0.08630385802827274,0.038261602402908296,0.07845273138177884,0.5136811924300901,0.011785456559840196,0.08966636330911164,1.0,0.048640199952833536,0.01001161924238163,0.13548369333687602,0.4058742174429402,0.07849205847585124,0.004704515629203795,0.26681169629160595,0.08253409332479796,0.0,0.4464846271042748,0.2102641102309936,0.11213048255196577,0.8441257098633396,0.46581725122364137,0.07145517652783626,0.013827347495925804,0.19593418695812548,0.032361714205581746,0.6272278292357483
1923,1,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23502074609852958,0.9152486563546297,0.06779633359351527,0.03389787549327352,0.0,0.457624705586511,0.2737477235260561,1.0,0.661008055468405,0.8135683918943313,0.033897333749018044,0.06779491040027658,0.10169331475604847,0.06779436651472585,0.10030133649948379,0.4406720758825202,0.05084687129061553,0.01694928709314963,0.6101617829789998,0.18643757131338462,0.08474727174709003,0.6101696222537966,0.5423709492202712,0.05084898186941501,0.0,0.06779683765569115,0.26437779747710116,0.2542334497676081
1924,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032227576225118404,0.11002766403049206,0.02469165680737604,0.06789656730781539,0.09259365680324919,0.02469023877392314,0.0443088276343462,0.0,1.0,0.030863611801254624,0.10681916500255438,0.01851967828965042,0.7530869034417094,0.0,0.0246937129883328,0.018519064812460094,0.14664551265593392,0.012078087322087087,0.055554540972311585,0.15975110712829724,0.061731360552473614,0.679008188545816,0.030866104505021343,0.0,0.01851656798955948,0.06790464882453895,0.085288335404457,0.5802388941293156
1925,1,0.8928571428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040370362576430965,0.3538141539881262,0.10236534522557936,0.11749511962908916,0.3884728876019491,0.4746445666428971,0.093870029393587,0.3518812815993916,1.0,0.06891318610386868,0.03896193279832825,0.31130558737519165,0.2624457901380373,0.01453269998631285,0.0026787977920093783,0.18169907594942855,0.1913918405262522,0.0,0.5423061019952139,0.3089089346727542,0.008478603902594212,0.430082125420903,0.7688768646208588,0.2029045160042721,0.02382482811074828,0.020596830812774317,0.10839987050642215,0.9493773561567184
1926,0,0.017857142857142856,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022267210373486546,0.18189631172544596,0.10630013173829103,0.1368306668915634,0.1222783383417057,0.3921177359895633,0.03502586646506255,0.07114192492721302,0.6450874628691613,0.028798765681022638,0.0683509490782302,0.08686047087068065,0.26355523187304714,0.05717994002779266,0.009133353710004354,0.14967260995579393,0.13312188533314256,0.0,0.18484909246192882,0.19414966996670097,0.12116167723492735,0.4481016037213341,0.15804874081535314,0.05077546474782111,0.04523612852972591,0.15443445666893915,0.05808032986706985,1.0
1927,1,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27969791865943533,0.2608694749969964,0.043478447348777115,0.04347760360128822,0.863707392369045,0.34782435407153484,0.3293690449583742,0.3260855639665536,0.3260860251016589,0.06521912896919428,0.3043487881645212,0.08695760954937044,0.0217392602092063,0.4200801409082955,0.10690713420858496,0.08695664791753051,0.06521650949169606,0.0,0.08695682162791876,0.043478447348777115,0.527688661100775,1.0,0.3260883330280048,0.13043598589882785,0.04347923526003514,0.7239917478776726,0.04347923526003514,0.23912775454566493
1928,1,0.017857142857142856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00385857564044978,0.1462856762023345,0.012725159387770506,0.0016977166729130575,0.06963234182040406,0.023955046747336176,0.007152881853684912,0.01686941077704967,1.0,0.01835425883266056,0.02212841063220149,0.14199261782653383,0.11719229224996557,0.02026140278867307,0.008706222243534177,0.13305060330470506,0.01858814721082201,0.0,0.4397579016029838,0.041108647225969935,0.036801277562472076,0.46060832238300164,0.36866615817283316,0.10239105725575878,0.013504111342081867,0.044365517512978014,0.02583219247117933,0.3338110034360806
1929,0,0.017857142857142856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13014821743224658,0.036363191314575154,0.10909117440382007,0.4266215431752019,0.0,0.036363191314575154,0.1582403793768442,0.5026186337609322,1.0,0.10909187259814752,0.266287908025888,0.018181595657287577,0.09090879293133886,0.2046328031220924,0.036300097766177396,0.036363191314575154,0.38069022094064914,0.002337310155134159,0.05454513577530555,0.583993955019685,0.12727414510516674,0.6181817181882668,0.03636354011801798,0.26355309770976426,0.19738485118098337,0.20000052773431706,0.5988699655609995,0.38181874820418354
1930,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012409526483286902,0.342906199036461,0.18760643458805967,0.05847384649243154,0.17477134527327576,0.6066666806292093,0.019008335709896844,0.11267738965084405,0.8482972852583063,0.11452889058309018,0.014192028334856863,0.08265073412940094,0.18638247326053015,0.15261679355808364,0.012970439888944073,0.31157980390316437,0.08390840390923365,0.0,0.42951880082952787,0.19572294865197823,0.13019619135299368,1.0,0.2193213982422014,0.029576443170582334,0.009929695353893162,0.2573027023347877,0.0036266199542488746,0.4732403364961081
1931,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07411367111963386,0.23376998569014287,0.12485597251004171,0.13794454967055877,0.2177478353993447,0.5974106374516617,0.07521934855554037,1.0,0.4675356090727795,0.006497310231613175,0.1027690832995419,0.01948432209953257,0.09740811083765816,0.34416719045993016,0.026153342900395418,0.24676055632068367,0.051950593435410995,0.0,0.2207830908892502,0.22078133246611995,0.0064976993809262775,0.1493542511724637,0.3181839362403611,0.03247144949035337,0.03896407716031451,0.12987745841865547,0.08083584992694944,0.22078286184366822
1932,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09998451684421762,0.20670246392006317,0.0,0.1549925715215285,0.06667136531773864,0.3333986198896923,0.020004235474679832,0.026664869262216243,1.0,0.05332443835000172,0.11886976429416532,0.22000078812122711,0.08667134254563191,0.19337712900015566,0.04019061923809751,0.2533805436156893,0.184980729567031,0.013332918078503739,0.2733576336880608,0.31117053154766733,0.020004624321296714,0.2666837411805065,0.29333204553985365,0.01999676810587033,0.07425866570992533,0.10002013411931215,0.04000138945796691,0.6733607388570296
1933,1,0.32142857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1310600677674308,0.10416765141089028,0.4661073679652312,0.34899056222623753,0.10416823804553922,0.0625016140158618,0.020835580566540522,0.08333533496308344,1.0,0.37500031661992234,0.27674925625549784,0.02083528989674947,0.1666688182037271,0.46068910339002644,0.0695768223772001,0.06250113043897708,0.02083509699770631,0.0,0.2708342955159149,0.699113396957866,0.020835580566540522,0.9583338131858622,0.29166743649037424,0.3723289259185507,0.17758609252155047,0.020835580566540522,0.19679544193608592,0.374999375877794
1934,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14422824538772655,0.04301073384935551,0.2282550123082516,0.2499290553108809,0.38207938956222337,0.16128795674703644,0.0,0.08602194915237375,1.0,0.10752725027715035,0.01075277160019948,0.07526897123053689,0.17204297717680106,0.2233088722986671,0.06480828984208317,0.10752623760754618,0.2982856438702544,0.021499634383670765,0.1612898601350049,0.043011555560164214,0.10752869970019661,0.7741920377502065,0.1612915501550303,0.03225872362220764,0.1197437915077771,0.06451670223623826,0.03225882420701557,0.35483588157404067
1935,1,0.017857142857142856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.038472253739398825,0.05765389458221068,0.009617988574235355,0.1368035843152095,0.028854021009898232,0.04792590854252925,0.04498408497929658,0.12487019835087709,0.13437918908394467,1.0,0.03847159084778205,0.08656230366215031,0.06716271095800594,0.07457541320582826,0.04618835898775923,0.028854478128807797,0.009617988574235355,0.00112044898973088,0.22115984023473767,0.01923589774425077,0.06732578963196297,0.6054430771569366,0.18274200199199908,0.019236261600943175,0.0,0.11541578057140166,0.06279044295901387,0.30761113365881404
1936,1,0.625,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25229549056973055,0.1372676942246062,0.11765619534705192,0.0588311513376246,0.039219751962292014,0.25490816811538225,0.019610295068949988,0.058829382924659515,0.8627583749899146,0.11765859425482884,0.361239721662956,4.564018424764435e-07,0.019610295068949988,0.0196097105761272,0.09643328059012385,0.01960979389744449,0.03921974573231131,0.0,0.11763285728572728,0.03919443035327494,0.475990204927516,0.3921781804647775,0.03921968354282736,0.42617388675495443,0.24773068443859983,0.6530611814156675,0.28625982369713343,1.0
1937,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0029782102487588497,0.17308972309035092,0.13134110914734792,0.07751221235046073,0.22664008784707387,0.7340625204519309,0.002970151523189252,0.08064299077278089,0.7435326250319226,0.0029884410872095244,0.03278463936687263,0.2086965561427922,0.4475239749510812,0.04476698970936599,0.012024617888060779,0.13120222686422986,0.12228195666945052,0.0,0.34580783699547124,0.16091899920257471,0.038814942149676866,1.0,0.21779781169658954,0.09559702390375382,1.4775622843679842e-06,0.07466686737434788,0.06553010194582884,0.716313439120852
1938,0,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543663344715848,0.4234658191165226,0.35200859422394143,0.08672905165748881,0.13265041978252487,0.5306057194638191,0.0,0.03571395720334626,0.7503853019932881,0.01530606822647904,0.11223240691549573,0.06632688983735087,0.16325853265263254,0.10713740371472892,0.016252302974095464,0.5612163085185488,0.10202848538533815,0.003196122272597907,1.0,0.21937089756851072,0.7652319672373524,0.41323016358195497,0.270827083573834,0.025508769211346136,0.005099692298738417,0.6581045190236997,0.010200794029778271,0.16835899731807197
1939,0,0.625,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05905814658042403,0.8461854604479245,0.12820390494201644,0.29060302109956276,0.18802697001106458,0.4829046956864895,0.03418822747060497,0.15812543861386802,1.0,0.017093127777554472,0.16666645702547536,0.44017736355813253,0.769221161266849,0.11110447145591888,0.008549190874227388,0.6666032317994358,0.22222346670249807,0.0,0.6751897657062402,0.23077081741680233,0.09401215302049176,0.7478459056960088,0.5000253282652043,0.1966055825110527,0.1452894993428967,0.06409829921794102,0.1324859273929086,0.7863237994545512
1940,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10666196614061105,0.29907275425549734,0.018699892130955804,0.018699892130955804,0.8691845529180047,0.5607581466054408,0.21497590365067465,0.20562377792778427,0.7663576720291593,0.19285515263371142,6.09892505728204e-06,0.2897224375759157,0.30841431870630154,0.0560789964679471,0.03763903383497039,0.2523400836201077,0.22431830008043901,0.0,0.850490057371617,0.4859889153777192,0.04673001297276975,0.5327096734503681,0.2803808923364097,0.01870024416297252,0.009353231697633918,0.009349359345450038,0.11633630553717998,1.0
1941,1,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006246648492507237,0.37134986351624366,0.15331317267932854,0.20768754517086566,0.14806886213349257,0.564162391170125,0.047690897072533725,0.29570403705365556,1.0,0.05417499027959948,0.1558618014707815,0.1336390153277058,0.3968600763788493,0.08863404565438271,0.009191277981799166,0.3556940856757679,0.19545026770677662,0.0,0.5655481496310589,0.25223156507902494,0.13944105559025277,0.955474248876302,0.46871599312576884,0.12014464100495559,0.09165152613518097,0.3869122149286361,0.03805003092751542,0.2761617395321316
1942,1,0.625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13721618987640052,0.07462464222191974,0.014924952383752186,0.04477376536911978,0.04477557838054848,0.11940078477927774,0.0,0.05969835350524298,0.910453479813046,0.14925420997310496,0.1343220173488867,0.05969734107569994,0.13432409206423987,0.2191543610695297,0.06439846748578823,0.04477455423609131,0.1343276137059809,0.022522283174080723,0.13432270419824494,0.14925053767348737,0.014926472928184553,0.44775694061030463,0.2387950377533631,0.08954825197976696,0.18414050148860253,0.044778126883261604,0.04477376536911978,1.0
